Début;Fin;Zone;Ville;Implantation;Polluant;Type;Valeur;Unité;CodeQualité;Validité
11/11/2023 06:00;11/11/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.725;µg-m3;A;1
11/11/2023 07:00;11/11/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.55;µg-m3;A;1
11/11/2023 08:00;11/11/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;6.15;µg-m3;A;1
11/11/2023 09:00;11/11/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.625;µg-m3;A;1
11/11/2023 10:00;11/11/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.3;µg-m3;A;1
11/11/2023 11:00;11/11/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.725;µg-m3;A;1
11/11/2023 12:00;11/11/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.5;µg-m3;A;1
11/11/2023 13:00;11/11/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3;µg-m3;A;1
11/11/2023 14:00;11/11/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.225;µg-m3;A;1
11/11/2023 15:00;11/11/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.425;µg-m3;A;1
11/11/2023 16:00;11/11/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.925;µg-m3;A;1
11/11/2023 17:00;11/11/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;11.5;µg-m3;A;1
11/11/2023 18:00;11/11/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;12.325;µg-m3;A;1
11/11/2023 19:00;11/11/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;18.45;µg-m3;A;1
11/11/2023 20:00;11/11/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;32.65;µg-m3;A;1
11/11/2023 21:00;11/11/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;25.625;µg-m3;A;1
11/11/2023 22:00;11/11/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;18.575;µg-m3;A;1
11/11/2023 23:00;12/11/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;7.225;µg-m3;A;1
12/11/2023 00:00;12/11/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;7.15;µg-m3;A;1
12/11/2023 01:00;12/11/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;7.45;µg-m3;A;1
12/11/2023 02:00;12/11/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.125;µg-m3;A;1
12/11/2023 03:00;12/11/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.2;µg-m3;A;1
12/11/2023 04:00;12/11/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.775;µg-m3;A;1
12/11/2023 05:00;12/11/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.4;µg-m3;A;1
12/11/2023 06:00;12/11/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.025;µg-m3;A;1
12/11/2023 07:00;12/11/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.275;µg-m3;A;1
12/11/2023 08:00;12/11/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.1;µg-m3;A;1
12/11/2023 09:00;12/11/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.925;µg-m3;A;1
12/11/2023 10:00;12/11/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.575;µg-m3;A;1
12/11/2023 11:00;12/11/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.025;µg-m3;A;1
12/11/2023 12:00;12/11/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;6.425;µg-m3;A;1
12/11/2023 13:00;12/11/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.725;µg-m3;A;1
12/11/2023 14:00;12/11/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;6.1;µg-m3;A;1
12/11/2023 15:00;12/11/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;8.6;µg-m3;A;1
12/11/2023 16:00;12/11/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;9.475;µg-m3;A;1
12/11/2023 17:00;12/11/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;9;µg-m3;A;1
12/11/2023 18:00;12/11/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;9.825;µg-m3;A;1
12/11/2023 19:00;12/11/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;7.75;µg-m3;A;1
12/11/2023 20:00;12/11/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.95;µg-m3;A;1
12/11/2023 21:00;12/11/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.225;µg-m3;A;1
12/11/2023 22:00;12/11/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.175;µg-m3;A;1
12/11/2023 23:00;13/11/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.4;µg-m3;A;1
13/11/2023 00:00;13/11/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.475;µg-m3;A;1
13/11/2023 01:00;13/11/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.65;µg-m3;A;1
13/11/2023 02:00;13/11/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.45;µg-m3;A;1
13/11/2023 03:00;13/11/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.8;µg-m3;A;1
13/11/2023 04:00;13/11/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.975;µg-m3;A;1
13/11/2023 05:00;13/11/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.6;µg-m3;A;1
13/11/2023 06:00;13/11/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.35;µg-m3;A;1
13/11/2023 07:00;13/11/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.675;µg-m3;A;1
13/11/2023 08:00;13/11/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.675;µg-m3;A;1
13/11/2023 09:00;13/11/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.475;µg-m3;A;1
13/11/2023 10:00;13/11/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.725;µg-m3;A;1
13/11/2023 11:00;13/11/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.975;µg-m3;A;1
13/11/2023 12:00;13/11/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.6;µg-m3;A;1
13/11/2023 13:00;13/11/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.425;µg-m3;A;1
13/11/2023 14:00;13/11/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.45;µg-m3;A;1
13/11/2023 15:00;13/11/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.8;µg-m3;A;1
13/11/2023 16:00;13/11/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.5;µg-m3;A;1
13/11/2023 17:00;13/11/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3;µg-m3;A;1
13/11/2023 18:00;13/11/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.625;µg-m3;A;1
13/11/2023 19:00;13/11/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.325;µg-m3;A;1
13/11/2023 20:00;13/11/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.225;µg-m3;A;1
13/11/2023 21:00;13/11/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.375;µg-m3;A;1
13/11/2023 22:00;13/11/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.725;µg-m3;A;1
13/11/2023 23:00;14/11/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4;µg-m3;A;1
14/11/2023 00:00;14/11/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.55;µg-m3;A;1
14/11/2023 01:00;14/11/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.6;µg-m3;A;1
14/11/2023 02:00;14/11/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;0.75;µg-m3;A;1
14/11/2023 03:00;14/11/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;0.7;µg-m3;A;1
14/11/2023 04:00;14/11/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.225;µg-m3;A;1
14/11/2023 05:00;14/11/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.475;µg-m3;A;1
14/11/2023 06:00;14/11/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.25;µg-m3;A;1
14/11/2023 07:00;14/11/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.775;µg-m3;A;1
14/11/2023 08:00;14/11/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.05;µg-m3;A;1
14/11/2023 09:00;14/11/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.475;µg-m3;A;1
14/11/2023 10:00;14/11/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.45;µg-m3;A;1
14/11/2023 11:00;14/11/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.05;µg-m3;A;1
14/11/2023 12:00;14/11/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.475;µg-m3;A;1
14/11/2023 13:00;14/11/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.325;µg-m3;A;1
14/11/2023 14:00;14/11/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.425;µg-m3;A;1
14/11/2023 15:00;14/11/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.95;µg-m3;A;1
14/11/2023 16:00;14/11/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.375;µg-m3;A;1
14/11/2023 17:00;14/11/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.55;µg-m3;A;1
14/11/2023 18:00;14/11/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.6;µg-m3;A;1
14/11/2023 19:00;14/11/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.125;µg-m3;A;1
14/11/2023 20:00;14/11/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.575;µg-m3;A;1
14/11/2023 21:00;14/11/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.25;µg-m3;A;1
14/11/2023 22:00;14/11/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.6;µg-m3;A;1
14/11/2023 23:00;15/11/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.525;µg-m3;A;1
15/11/2023 00:00;15/11/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.575;µg-m3;A;1
15/11/2023 01:00;15/11/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.775;µg-m3;A;1
15/11/2023 02:00;15/11/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.375;µg-m3;A;1
15/11/2023 03:00;15/11/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.475;µg-m3;A;1
15/11/2023 04:00;15/11/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.875;µg-m3;A;1
15/11/2023 05:00;15/11/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.325;µg-m3;A;1
15/11/2023 06:00;15/11/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.85;µg-m3;A;1
15/11/2023 07:00;15/11/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;6.95;µg-m3;A;1
15/11/2023 08:00;15/11/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;7.425;µg-m3;A;1
15/11/2023 09:00;15/11/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;6.375;µg-m3;A;1
15/11/2023 10:00;15/11/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.175;µg-m3;A;1
15/11/2023 11:00;15/11/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.05;µg-m3;A;1
15/11/2023 12:00;15/11/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.225;µg-m3;A;1
15/11/2023 13:00;15/11/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.125;µg-m3;A;1
15/11/2023 14:00;15/11/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.15;µg-m3;A;1
15/11/2023 15:00;15/11/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.425;µg-m3;A;1
15/11/2023 16:00;15/11/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;6.05;µg-m3;A;1
15/11/2023 17:00;15/11/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;8.55;µg-m3;A;1
15/11/2023 18:00;15/11/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;11.9;µg-m3;A;1
15/11/2023 19:00;15/11/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;9.725;µg-m3;A;1
15/11/2023 20:00;15/11/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;21.25;µg-m3;A;1
15/11/2023 21:00;15/11/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;20.725;µg-m3;A;1
15/11/2023 22:00;15/11/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;19.5;µg-m3;A;1
15/11/2023 23:00;16/11/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;19.775;µg-m3;A;1
16/11/2023 00:00;16/11/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;24.8;µg-m3;A;1
16/11/2023 01:00;16/11/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;15.475;µg-m3;A;1
16/11/2023 02:00;16/11/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;13.9;µg-m3;A;1
16/11/2023 03:00;16/11/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;12.4;µg-m3;A;1
16/11/2023 04:00;16/11/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;10.075;µg-m3;A;1
16/11/2023 05:00;16/11/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;10.275;µg-m3;A;1
16/11/2023 06:00;16/11/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;9.325;µg-m3;A;1
16/11/2023 07:00;16/11/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;9.825;µg-m3;A;1
16/11/2023 08:00;16/11/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;8.65;µg-m3;A;1
16/11/2023 09:00;16/11/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.8;µg-m3;A;1
16/11/2023 10:00;16/11/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.45;µg-m3;A;1
16/11/2023 11:00;16/11/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3;µg-m3;A;1
16/11/2023 12:00;16/11/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.85;µg-m3;A;1
16/11/2023 13:00;16/11/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.825;µg-m3;A;1
16/11/2023 14:00;16/11/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.125;µg-m3;A;1
16/11/2023 15:00;16/11/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.825;µg-m3;A;1
16/11/2023 16:00;16/11/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.675;µg-m3;A;1
16/11/2023 17:00;16/11/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.4;µg-m3;A;1
16/11/2023 18:00;16/11/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.075;µg-m3;A;1
16/11/2023 19:00;16/11/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;4.6;µg-m3;A;1
16/11/2023 20:00;16/11/2023 21:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.9;µg-m3;A;1
16/11/2023 21:00;16/11/2023 22:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;1.175;µg-m3;A;1
16/11/2023 22:00;16/11/2023 23:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;0.8;µg-m3;A;1
16/11/2023 23:00;17/11/2023 00:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;0.625;µg-m3;A;1
17/11/2023 00:00;17/11/2023 01:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;0.9;µg-m3;A;1
17/11/2023 01:00;17/11/2023 02:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;0.475;µg-m3;A;1
17/11/2023 02:00;17/11/2023 03:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;0.425;µg-m3;A;1
17/11/2023 03:00;17/11/2023 04:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;0.5;µg-m3;A;1
17/11/2023 04:00;17/11/2023 05:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;0.775;µg-m3;A;1
17/11/2023 05:00;17/11/2023 06:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.025;µg-m3;A;1
17/11/2023 06:00;17/11/2023 07:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.4;µg-m3;A;1
17/11/2023 07:00;17/11/2023 08:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.575;µg-m3;A;1
17/11/2023 08:00;17/11/2023 09:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.675;µg-m3;A;1
17/11/2023 09:00;17/11/2023 10:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.05;µg-m3;A;1
17/11/2023 10:00;17/11/2023 11:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.25;µg-m3;A;1
17/11/2023 11:00;17/11/2023 12:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.325;µg-m3;A;1
17/11/2023 12:00;17/11/2023 13:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.225;µg-m3;A;1
17/11/2023 13:00;17/11/2023 14:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;2.625;µg-m3;A;1
17/11/2023 14:00;17/11/2023 15:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;3.025;µg-m3;A;1
17/11/2023 15:00;17/11/2023 16:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;5.1;µg-m3;A;1
17/11/2023 16:00;17/11/2023 17:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;8.45;µg-m3;A;1
17/11/2023 17:00;17/11/2023 18:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;11.3;µg-m3;A;1
17/11/2023 18:00;17/11/2023 19:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;20.125;µg-m3;A;1
17/11/2023 19:00;17/11/2023 20:00;ZR BOURGOGNE-FRANCHE-COMTE;Dole centre;Urbaine;PM2.5;moyenne horaire validée;34.7;µg-m3;A;1
